Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                          MESSAGE
kube-system                   54m         Normal    Pulling                                  pod/fluentbit-gke-d6k69                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983"
kube-system                   54m         Normal    Pulled                                   pod/gke-metrics-agent-p98w9                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046" in 799ms (989ms including waiting). Image size: 2799208 bytes.
kube-system                   54m         Normal    Started                                  pod/gke-metrics-agent-p98w9                                     Started container token-broker-adc-init
kube-system                   54m         Normal    Pulled                                   pod/netd-xhxxr                                                  Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   54m         Normal    Pulling                                  pod/fluentbit-gke-5ccfh                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983"
kube-system                   54m         Normal    Pulled                                   pod/anetd-k92d5                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   54m         Normal    Started                                  pod/netd-xhxxr                                                  Started container install-cni
kube-system                   54m         Normal    Pulled                                   pod/anetd-lclx5                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.20-gke.12@sha256:c9b8171ff644a62711702e3eac3bf30fa7963f9e566aa85f3cdb147b7951984a" in 769ms (1.61s including waiting). Image size: 26576360 bytes.
kube-system                   54m         Normal    Created                                  pod/netd-xhxxr                                                  Created container: token-broker-adc-init
kube-system                   54m         Normal    Created                                  pod/anetd-k92d5                                                 Created container: cilium-agent
kube-system                   54m         Normal    Pulling                                  pod/gke-metrics-agent-p98w9                                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6"
kube-system                   54m         Normal    Started                                  pod/anetd-k92d5                                                 Started container token-broker-adc-init
kube-system                   54m         Normal    Pulled                                   pod/anetd-k92d5                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" already present on machine
kube-system                   54m         Normal    Pulling                                  pod/anetd-lclx5                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49"
kube-system                   54m         Normal    Created                                  pod/gke-metrics-agent-4h9x4                                     Created container: token-broker-adc-init
kube-system                   54m         Normal    Started                                  pod/gke-metrics-agent-4h9x4                                     Started container token-broker-adc-init
kube-system                   54m         Normal    Started                                  pod/netd-4hkpj                                                  Started container install-cni
kube-system                   54m         Normal    Pulling                                  pod/netd-xhxxr                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.4-gke.29@sha256:cec84c9c595e5a9cfeff2fd5770755a84994f7aff0283773443f638ed3627d29"
kube-system                   54m         Normal    Started                                  pod/netd-xhxxr                                                  Started container token-broker-adc-init
kube-system                   54m         Normal    Created                                  pod/netd-4hkpj                                                  Created container: install-cni
kube-system                   54m         Normal    Pulled                                   pod/netd-4hkpj                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7" in 224ms (1.829s including waiting). Image size: 15410579 bytes.
kube-system                   54m         Normal    Started                                  pod/anetd-lclx5                                                 Started container cni-writer
kube-system                   54m         Normal    Pulling                                  pod/anetd-k92d5                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
