Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                          MESSAGE
kube-system                   11m         Normal    Created                        pod/l7-default-backend-757c84897c-2c4cj                         Container created
kube-system                   11m         Normal    Started                        pod/fluentbit-gke-8nlh6                                         Container started
gmp-system                    11m         Warning   FailedMount                    pod/collector-xvntw                                             MountVolume.SetUp failed for volume "collection-secret" : secret "collection" not found
kube-system                   11m         Normal    Created                        pod/pdcsi-node-krstt                                            Container created
gmp-system                    11m         Warning   FailedMount                    pod/collector-xvntw                                             MountVolume.SetUp failed for volume "config" : configmap "collector" not found
kube-system                   11m         Normal    Pulling                        pod/fluentbit-gke-8nlh6                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   11m         Normal    Pulled                         pod/pdcsi-node-krstt                                            Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Created                        pod/fluentbit-gke-nzgkw                                         Container created
kube-system                   11m         Normal    Pulled                         pod/fluentbit-gke-nzgkw                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45" in 1.961s (1.961s including waiting). Image size: 66344763 bytes.
gke-managed-cim               11m         Normal    Pulling                        pod/kube-state-metrics-0                                        Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/kube-state-metrics:v2.14.0-gke.51@sha256:a346b3c4a95bf91641ed3facf8957fbb98823f92916d1cca356ad5c021cb1a4e"
kube-system                   11m         Normal    Started                        pod/pdcsi-node-krstt                                            Container started
kube-system                   11m         Normal    Pulling                        pod/kube-dns-84d47fbc64-tf279                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-kube-dns:1.26.8-gke.3@sha256:e349d527bdfe0dfd02c26b38a94311415839ea30f48ca837d08ba5d9383f77cd"
kube-system                   11m         Normal    Started                        pod/pdcsi-node-wslkv                                            Container started
kube-system                   11m         Normal    Pulling                        pod/pdcsi-node-wslkv                                            Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.26@sha256:f63211217e586411ba3703c247c1ef89154e5f86e8cbb2d44846d59d9de049a1"
kube-system                   11m         Normal    Pulling                        pod/fluentbit-gke-nzgkw                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   11m         Normal    Started                        pod/fluentbit-gke-nzgkw                                         Container started
kube-system                   11m         Normal    Started                        pod/l7-default-backend-757c84897c-2c4cj                         Container started
kube-system                   11m         Normal    Created                        pod/pdcsi-node-krstt                                            Container created
kube-system                   11m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-gz8x4                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 557ms (11.694s including waiting). Image size: 2887395 bytes.
kube-system                   11m         Normal    Pulled                         pod/metrics-server-v1.35.1-6b788f8fd4-w2k2g                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/metrics-server:v0.8.0-gke.20@sha256:8c67aaa15ed51ed2ad97d6c7de0778696e95218f80af728e35b4c1c4e5659ccb" in 3.627s (12s including waiting). Image size: 22694923 bytes.
kube-system                   11m         Normal    Created                        pod/metrics-server-v1.35.1-6b788f8fd4-w2k2g                     Container created
kube-system                   11m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Container created
kube-system                   11m         Normal    Created                        pod/fluentbit-gke-8nlh6                                         Container created
kube-system                   11m         Normal    Started                        pod/fluentbit-gke-nzgkw                                         Container started
